"Gottheil, Fred",ECON,490,"
                      Get in a small class with him - preferably a 490 where he is able to connect with students. Technically he teaches economics, but really he teaches life. Prof. Gottheil is one of the few profs on this campus who has actually changed my life. Every econ major should be required to take one of his 490s.
                  ",awesome
"Gottheil, Fred",ECON,103,"
                      His lectures can be boring, but sometimes they are hilarious because he loves to tell stories. For the most part, he explains things well and he knows what he is talking about. The homework is really easy and comes straight from the book. The exams are essay format and long, but if you read the book, they are extremely easy. Highly recommend.
                  ",good
"Gottheil, Fred",ECON,103,"
                      I don't understand how people say Gottheil is hard. This was probably one of the easiest classes I've taken in college. Test questions are 100% from the book which means you don't have to go to class. You have the answers to the quizes before you take them, you just need to memorize them. If you can't do well in this class, you don't belong here.
                  ",average
"Gottheil, Fred",ECON,103,"
                      Very boring, off-topic lectures, and very difficult exams- almost impossible.
                  ",poor
"Gottheil, Fred",ECON,103,"
                      He is the best professor I have met!
                  ",awesome
"Gottheil, Fred",ECON,103,"
                      He is a very nice man who loves what he does. I highly recommend reading the book if you take his class. He is very good at explaining with examples and although his test are not super easy you learn quite a bit. He makes big lectures feel small and interesting.
                  ",good
"Gottheil, Fred",ECON,102,"
                      Most comments about Gotheil are not true. He is a great professor who knows his stuff about econ. I went to class everyday read his textbook and got an A. Those who say he is unfair did not put in the effort to receive a good grade. Students determined to do well have success in his class.
                  ",average
"Gottheil, Fred",ECON,103,"
                      Macro can be an easy A. You have to be an active reader, internalizing the examples/concepts as you go so that they become common sense to you (~1 chapter/week + online homework). Go to lecture because he hints towards material that will be on exams (free response) & gives pop quizzes. My TA was great and having taken Micro in HS helped me a lot.
                  ",good
"Gottheil, Fred",ECON,102,"
                      He isn't easy but isn't hard. If you take the time to study throughout the semester, you'll be fine. I took the make up midterm and it was easier than the other midterm. I don't knoe if this is a patern but thought i would add it.
                  ",good
"Gottheil, Fred",ECON,103,"
                      He very smart but doesn't cover much in the class, but you need to attend in order to get the pop quiz points. Read the book and attend the lecture, and you'll do fine.
                  ",average
"Mehrtens, Bradley",MCB,150,"
                      Brad is an entertaining lecturer, but his lectures are a direct summary of the textbook without any extra insight. He's totally rehearsed the same lecture ""performance"" that he's given for the last fifteen years. The guy is fake. In personal interactions with him I realized it was an act and he couldn't care less about me as an individual student
                  ",poor
"Mehrtens, Bradley",MCB,150,"
                      Definitely one of my favorite professors at UIUC so far. Great guy, explains things clearly and really cares about students learning the material. Exams have some tough questions, but he does that to teach you to think critically rather than just memorize things. Wish he taught more courses here!
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      I love Brad so much. Literally cannot describe it to you. Such a great guy and rewards his students for putting in the effort. Also a Biology advisor so you can get to know his personally should you choose to do so. Has high expectations but the class is structured so well that all of his requirements are absolutely justified.
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      This professor knows what hes talking about. He teaches students in a way that can be understood no matter their biology background. Not only are his lectures easy to follow along with, but also hes available for office hours. My advice is to fit office hours into your schedule weekly. Do NOT be afraid to ask questions.
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      Brad is an excellent professor. He's not only an expert on the material but also knows how to communicate it effectively. He's a very caring guy and will always make time to help people out (even if it's not about biology). Still, MCB 150 is a very difficult class: go to office hours, pay attention, and study every day if you want to do well.
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      Great Guy. Definitely go to his office hours
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      I thought the lectures were very interesting and that the in class questions were very relevant. The exams were very specific and therefore difficult, but overall if you pay attention in lecture and discussion, it's an easy A with a generous curve of the class.
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      The first half of the class I couldn't stand Brad, and then after exam 2, he became my fave professor ever. Hands down one of the most caring professors I've had. This class is HARD but he gives you all the resources you need to succeed, you just have to give yourself enough time to study it. Attend class, record the lectures, & make concept maps!
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      Brad is one of the best professors I've had at the university! His lectures are very engaging, and he cares deeply about all of his students. Make sure to use all the resources he gives you in order to do well! Textbook reading and practice exams are a must.
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      Professor Mehrtens is one of the best Professors I have ever had. Although I took this course online in the summer, he still made it seem as if we were in class and was very clear in all aspects. I learned SO much from this class. Although it is difficult, he truly makes you think hard on questions and makes you connect topics together.
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      Brad is a good professor, but his tests are hard even when youve studied for 12+ hours. I definitely recommend taking all the practice tests you can to get used to the question types. I failed the first two exams and still ended with a B- in the class because he has an adjusted grading scale. Be ready to study!
                  ",average
"Mehrtens, Bradley",MCB,150,"
                      Great professor! He holds office hours which is very helpful, if you pay attention in class and attend office hours every other week, you will enjoy this class rather than stressing about it.
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      Brad is an amazing professor. The class is difficult but he makes lectures interesting.
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      He is definitely the best mentor I have ever met.
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      This course was by no means easy  you will have to work for you grade. The tests are definitely something to get used to. Lots of applications so make sure you understand the material thoroughly. I highly suggest you attend TA office hours (Shafi is AMAZEBALLS) and Brads office hours.
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      Really tough, but best teacher of all time.
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      Brad is the best professor at UIUC. He actually cares about how you, and knows everything about the class that he's teaching. The tests are very hard but if you study a lot they are manageable. Do not skip lecture or else you wont do well
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      Tests are tough and worth most of your grade but it'll teach you how to properly analyze questions before answering.
                  ",good
"Mehrtens, Bradley",MCB,150,"
                      He is my HEro
                  ",awesome
"Mehrtens, Bradley",MCB,150,"
                      Professor Mehrtens is a great lecturer and an even more interesting guy. You can tell that he knows a lot about the subject, and he cares a lot about biology and how his students perform. That being said, this class is not easy by any means, but it is possible to do well if you try.  Voice record the lectures because he speaks fast, and take notes
                  ",awesome
"Curtis, Susan",ACCY,302,"
                      Having Susan for both accy201 and 302. She is a good lecturer and good at explaining definitions and math problems (tho she sometimes was off the track) But the only issue is that she forced you to do a random presentation during the class and you have to participate in order to get points from that.
                  ",good
"Curtis, Susan",ACCY,201,"
                      Horrible. Make one mistake on the exams, you get the whole section wrong. The total online quizzes had a class average of 66%. She gives you only 15 minutes to answer 5 tricky questions, and you can't skip or go back. It's ""you know it, or you don't."" Your best bet is to attend the TA discussions and form your own studying group!
                  ",poor
"Curtis, Susan",ACCY,201,"
                      Curtis is disorganized. Forgets to show up to the first lecture of the semester because she is ""preparing for class"". Tricky pop quizzes and won't provide answers to homework questions. Quizzes should be given after we learn the material not before. Take somewhere else.
                  ",awful
"Curtis, Susan",ACCY,201,"
                      Curtis gets a bad rep because she really doesn't make learning accounting fun. This class will destroy your gpa if you don't teach yourself the material and practice. I review a lot, used at the textbook a few times, but make sure you practice the PRACTICE EXAMS AND CLASS ACTIVITIES. The class isn't bad-- Susan's relentless off-tangent talking is
                  ",average
"Curtis, Susan",ACCY,201,"
                      Knows her stuff but isn't always the best at showing it. Often goes off on tangents for up to twenty minutes, but is able to explain topics thoroughly when focused. Pre-quizzes were the hardest part of the class, so make sure you study beforehand. Class activities help a lot with studying so do them. Gives extra credit towards end of semester.
                  ",average
"Curtis, Susan",ACCY,201,"
                      Susan is definitely not the best professor if you didn't take accounting in high school. The textbooks are expensive and useless, the lecture notebook is probably the best thing to get even though it is optional. Be prepared to work, go to office hours, and study every day if you didn't take accounting in high school.
                  ",poor
"Curtis, Susan",ACCY,201,"
                      She only teaches 20% of the time, but she does it really well. I did all the recommended practice problems, went to class, took notes, and did several practice exams before midterms and got an A+ in class. To do well in tests you have to understand accounting. This is where the practice problems and lectures helped me the most.
                  ",good
"Curtis, Susan",ACCY,201,"
                      feel really bad for this course
                  ",awful
"Curtis, Susan",ACCY,201,"
                      Prof Curtis is such a nice and lively person but I just cannot learn from her. The class has minimal structure, there are literally no resources to use on your own except the notes you take in class. Textbook doesn't help at all because it doesn't demonstrate any of the math problems, which is like all she tests on. Tests don't match lecture at all
                  ",awful
"Curtis, Susan",ACCY,201,"
                      Susan is a hard person to hate. Her energy and theatrics borderline on obnoxious, but you kind of just admire that part of her. She's really passionate about accounting, and will do everything possible to get you to understand the material (including singing, dancing, and rapping).
                  ",good
"Curtis, Susan",ACCY,201,"
                      Susan Curtis tells a lot of stories during lecture, which isn't  necessarily a bad thing, but it distracts from actually getting students to understand material. Online Mini-Tests are given, and you never know if you're getting questions wrong because you're completely wrong or because of calculator rounding errors. It doesn't show the right answer
                  ",awful
"Curtis, Susan",ACCY,201,"
                      Very much a weed-out class. The professor allocates time poorly, often going off on tangents more appropriate for office hours than during a lecture where direct class material should be covered. Discussion sessions are the real chance to learn, and I am noticing the holes in my foundation while taking 202. Concepts are simple, delivery is weak.
                  ",awful
"Curtis, Susan",ACCY,201,"
                      If you want help, go find TAs. The professor only go through stuff on PPT, which are already posted on Compass. Things are easy but really need practice. The class is really ""optional"" as long as you attend her ""extra credit"" sections to get the points. Her ""extra credit"" means mandatory attendance.
                  ",average
"Curtis, Susan",ACCY,201,"
                      Dr. Curtis is an amiable personality, who engages with the students. I only wish that the way she graded was no so heavy on the midterms and that her lectures were more in sink with exam content.
                  ",average
"Curtis, Susan",ACCY,201,"
                      Curtis's lectures are funny and entertaining but she spends SO much time talking about unnecessary things. Everything she covers is online. The exams are easy and the final is optional. I made the mistake of buying the textsbooks, the only one your will use is are the lecture note books, never even opened the other two.
                  ",poor
"Curtis, Susan",ACCY,201,"
                      Probably the easiest accy class in the department. I only went to class when she announced there are extra credit opportunity and studied all the materials myself at home. It was an easy A if you go through the past exam and make sure you know how to prepare all the financial statements.  And do go to lecture during the Halloween!
                  ",average
"Curtis, Susan",ACCY,201,"
                      She is funny. Amazing lecturer only because her lecture is kind of a relax for me. Only thing I learnt from her is just debits on the left and credits on he right. Be really excite about her costumes during Halloween as well. The course changed a lot after I took it. She added pop quizzes so not sure about the class material right now.
                  ",average
"Curtis, Susan",ACCY,201,"
                      Curtis does a good job teaching a challenging class. Fail one exam, you fail the class. The generic rubric is 50% for Exam 1 and 50% for Exam 2. Curtis posts slides online that contain what is taught in lecture. I would recommend discussion as the TA's are very helpful. She does provide a 40%, 40%, 20% (optional points) grading option too.
                  ",good
"Curtis, Susan",ACCY,201,"
                      Only two midterms throughout the semester (Spring 2016) worth 200 points each. No other way to gain points. Fail one exam and you fail the entire course. Nice person, but horrible professor and has an even worse system of grading. Take at community college if you don't want to risk plumeting your GPA.
                  ",awful
"Curtis, Susan",ACCY,201,"
                      This class definitely is not easy. Considered the ""weed out"" class for students wanting to study Accounting. If you put in the work and go to her office hours though it is very possible to get an A. Work hard from the beginning if you want to do well.
                  ",average
"Hummel, Tom",CHEM,102,"
                      Dont be stupid and miss lecture. He gives out test questions in lecture. His tests arent bad at all if u do the work in his class. He honestly has a bad rep cuz people dont want to study. Hes a nice professor. And YES he is TRICKY TOM but if u do the practice tests U CAN CONQUER THIS BEAST.
                  ",awesome
"Hummel, Tom",CHEM,102,"
                      Good lecturer. Course notes/booklet is very concise and teaches you chemistry well. Exams require studying and practice, but are very fair and representative of HW and lecture material. However, the curves also really suck on them, as anything about 85% and above has virtually no curve, while you need a total score in the 90s to recieve an A.
                  ",awesome
"Hummel, Tom",CHEM,102,"
                      Hummel is an amazing lecturer. The class is pretty fast-paced but he is always willing to meet with students outside of office hours. Tests can be hard to do super well on because of tricky wording, but he gives you everything you need to do well. The class is unnecessarily difficult but if you put in the work it's very possible to do well.
                  ",awesome
"Hummel, Tom",CHEM,102,"
                      Nice and interesting Prof though making tricking multiple choice exams. Even if you know everything you may still get an unpleasant grade in exams. He scales exams with some normal-distribution-like ways so if you score a 20 you get bumped to somewhere near 50 or 60, but if you score like a 88 or 91 there's very little curve.
                  ",good
"Hummel, Tom",CHEM,102,"
                      Professor Hummel legit made me like chemistry. I struggled in my high school chemistry classes and hated the subject because of my awful teachers. He was different, taught with enthusiasm and managed to fit so much material in 50 minute lectures without making it feel rushed. Still requires a lot of work, and remember to do every HW assignments.
                  ",awesome
"Hummel, Tom",CHEM,102,"
                      TRICKY TOM BACK AT IT AGAIN WITH THE TRICKIEST TESTS POSSIBLE!!!
                  ",awful
"Hummel, Tom",CHEM,102,"
                      He moves through the material quickly, but will explain most things clearly. He gives a lot of practice exams, and if you do those and the practice problems in the book, you can do well on the exams.
                  ",good
"Hummel, Tom",CHEM,102,"
                      Hummel lives up to his name Tricky Tom, but he's not as bad as most people say. Everything in the class is easy except for the tests. The tests are written specifically to make you believe you have the right answer, but in reality you don't. Go to lecture every day because he covers a lot of material the TA's don't.
                  ",average
"Hummel, Tom",CHEM,102,"
                      I really enjoyed Professor Hummel. He was a fair teacher in terms of laying out what was expected in his class. Lectures are very interesting. This class was a challenge, but I was in AP Chem so be prepared to work hard.
                  ",good
"Hummel, Tom",CHEM,102,"
                      ""Tricky Tom"" is known for his tough exams but they are not impossible. If you don't get something that went on in lecture get help at the CLC, his office hours, or your TA's office hours. All his exams are scaled which helps a lot. Homework is worth a lot in the end so as long as you do that you shouldn't do that bad. GO TO LECTURE, handouts book>
                  ",good
"Hummel, Tom",CHEM,102,"
                      Professor Hummel is actually a pretty good teacher especially one on one. Go to office hours even if you only have one question. Honestly, I don't think the material is all that difficult, but the exam questions can be unreasonably hard. You need to go to every single lecture and discussion if you want to do well in this class. Study hard.
                  ",average
"Hummel, Tom",CHEM,102,"
                      Classes are interesting with experiments and jokes. Clear about what will be tested. Tests are easy as long as you are clear about the concepts (knowing why instead of only understanding the formulas and calculations). Answers questions super clearly if you go to him after class. Rated poorly only because people who don't study much suffers.
                  ",awesome
"Hummel, Tom",CHEM,102,"
                      Thought Tom was rude and just an overall poor professor. Tom was definitely the worst professor I had during all my years at Illinois. Wouldn't recommend Tom to anyone, he's just a nightmare to say the least. I regret every moment I spent in that class. If I could go back I definitely would have taken the class with any other professor except Tom.
                  ",awful
"Hummel, Tom",CHEM,102,"
                      Decent professor. exists very well. has not phased out of class. always there to hand out money (so make sure to answer questions).
                  ",average
"Hummel, Tom",CHEM,102,"
                      He provided lots of help to students including answering e-mails at any time, providing past exams... But his tests are little bit hard. Need to study hard.
                  ",good
"Hummel, Tom",CHEM,102,"
                      From what I heard about other chem 102 professors, Hummel is definitely a solid choice. He goes over example problems consistently in lecture and has cool demos. Although there is a fair amount of work for the class, he's good at teaching it!
                  ",good
"Hummel, Tom",CHEM,102,"
                      Honestly, it wasn't bad. Hourly exams are same difficulty levels as past hourly exams. so get them done ahead of time. Also, do all homework questions (including recommended ones). Do homework after lecture. don't slack off.
                  ",good
"Hummel, Tom",CHEM,102,"
                      Very test heavy class, which is very unfair  considering his tests are both tricky as well as low on time.  If chemistry is a weak spot for you, try to take 101 first.  When you get to this class, make sure you take a couple hours out of your week to just revise, this class will kick your ass if you don't put in work.
                  ",average
"Hummel, Tom",CHEM,102,"
                      Hummel was really great.  As long as you do the practice exams and the bookwork, you'll be okay.
                  ",good
"Hummel, Tom",CHEM,102,"
                      Do NOT take his Chem102 class if you do not have a strong chem background. By far the most difficult Chem102 professor.
                  ",poor
"Vazquez, Jose",ECON,102,"
                      He skips many lectures...
                  ",awful
"Vazquez, Jose",ECON,102,"
                      A joke of a class, everything online. Got an A+ and know literally nothing about microeconomics. If you want to get anything out of the money you pay to take econ, do not do it with Vazquez.
                  ",awful
"Vazquez, Jose",ECON,102,"
                      Probably one of the easiest classes I've ever taken. For instance, I completely forgot to do one of the High Stakes Quizzes and did so-so on the others but still got an A. Despite being easy, I didn't think I actually learned the material as well as I should have. Vazquez makes the lectures enjoyable and topical, not mandatory but would recommend.
                  ",good
"Vazquez, Jose",ECON,102,"
                      You can either choose to attend classes and get a straightforward A or skip all classes and take the final also for an A. Class is fun, though not very closely related to what appears on quizzes. Need to learn by yourself sometimes
                  ",awesome
"Vazquez, Jose",ECON,102,"
                      Literally the easiest class youll take at UIUC. Its pretty much a guaranteed A. Quizzes are a pretty big portion of your grade, but he lets you take them an unlimited amount of times. If youre actually interested in economics I wouldnt recommend this class, but if you need an easy Gen Ed then this is the class for you.
                  ",poor
"Vazquez, Jose",ECON,102,"
                      Lots of thought provoking and interesting lectures. We didn't cover the material very frequently in class it was more discussion based and quizzes and high stakes quizzes would be completed on our own. Overall great teacher and great class.
                  ",good
"Vazquez, Jose",ECON,102,"
                      The class is super easy, getting an A+ is no problem. However, if you didn't take Micro in high school or do independent studying outside of class, then you may fail to actually learn any concepts. He only reviews the most difficult examples in class, which may confuse those who don't have a strong understanding of the concepts.
                  ",average
"Vazquez, Jose",ECON,102,"
                      It is an easy A class overall, and Dr Vazquez is really nice in grading. Honestly, I learnt all materials on my own during the spring break in order to finish take-home online quiz. It is amazing that I did not listen to him for one second ever but I got an A+ eventually haha
                  ",awesome
"Vazquez, Jose",ECON,102,"
                      Prof. Vasquez is a rational and entertaining instructor. He is funny and passionate enough to make a topic I don't find interesting not too bad to learn about. The class is practically participation based, and with minimal effort it is easy to obtain a solid grade.
                  ",good
"Vazquez, Jose",ECON,102,"
                      I took Econ in high school and this course completely confused me on everything I had learned before. The pre-lecture and lectures were not helpful at all, and the quizzes had challenging questions that weren't even covered in the course. Thank god it was an easy A where you had infinite tries on tests. Just show up, do your work and you can get A+
                  ",average
"Vazquez, Jose",ECON,102,"
                      While Professor Vazquez's ECON 102 class is the easiest class you will ever sign up for, do not expect to learn too much. His class is 100% based on attendance and completion. Nothing is graded for accuracy and therefore you should earn an automatic A+. He also gives extra credit every class so you should get over a 100% in the class.
                  ",poor
"Vazquez, Jose",ECON,102,"
                      Best Professor in UIUC, just show up in class and there is NO midterm, NO final, only online test, which you can attempt unlimited times ! Easy A+
                  ",awesome
"Vazquez, Jose",ECON,102,"
                      Not a great teacher, spends most of the lecture ""debating"" with himself to try and make a point but mostly just makes it difficult to know what we should be writing down. Exams were super challenging, except for the final which was 80% questions straight from midterms. He also requires you to use his website, which you have to pay for.
                  ",awful
"Vazquez, Jose",ECON,102,"
                      Lecture is useless. Rather than building up your knowledge, Vasquez likes to choose the most convoluted, specific examples, adding unwritten context, and spending the entire lecture explaining why the majority of the class is wrong. He has not deepened my understanding of econ. Take for an easy A, but not if you need harder econ classes
                  ",poor
"Vazquez, Jose",ECON,102,"
                      Took it FA 17' and the class was cake. You can take the exams as many time as you want, they are online due at the end of the course. everything else is graded for effort. You can do the classwork at home, since it is on packback. Easy A
                  ",poor
"Vazquez, Jose",ECON,102,"
                      He is not a good teacher, I actually know less about Econ now purely because I was confused. But I took this as an elective so I'm not too bothered. I do not deserve an A+ but I got it because you can retake exams an infinite amount of times. Bad professor, but you should take the class for a free A.
                  ",awful
"Vazquez, Jose",ECON,102,"
                      Vazques makes you pay for Flip It and Packback for the class. You do Pre-lectures, Bridges, Quizzes, and HSQs. I suggest going to class and doing the Classwork. Classwork is 20% of your grade and for a lot of people make a difference. Go to class, do homework, and participate in EC and you are guaranteed an A.
                  ",average
"Vazquez, Jose",ECON,102,"
                      Good class to take for honors credit - knows what he is doing.
                  ",good
"Vazquez, Jose",ECON,102,"
                      Professor Vazquez is currently conducting research in teaching techniques and how to engage students. The class has many components (Piazza, Packback, FlipIt, and Moodle). However the course structure changes by year. Attendance is not mandatory, but if you show up everyday you wont need to take the final. Vazquez is interesting and makes you think
                  ",awesome
"Vazquez, Jose",ECON,102,"
                      His lectures are very interesting and the work is very easy. There's no midterm and the final is optional, and you can reattempt all quizzes and tests, so as long as you do the work, it's an easy A. The only downside is that FlipIt is like $80 and it's worth a good portion of your grade.
                  ",awesome
